data_id,treat,age,educ,black,hisp,marr,nodegree,re74,re75,re78,agesq,agecb,educsq,u74,u75,educ_re74,u74_hisp,re74sq,re75sq
CPS1,0,52,18,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,2704,140608,324,0,0,465521.765625,0,668859611.9463501,637236856.0455475
CPS1,0,24,16,0,0,1,0,11747.759765625,13618.98046875,25564.669921875,576,13824,256,0,0,187964.15625,0,138009859.51083755,185476629.00819397
CPS1,0,35,12,0,0,1,0,0,0,0,1225,42875,144,1,1,0,0,0,0
CPS1,0,52,13,0,1,1,0,19774.880859375,25243.55078125,17431.259765625,2704,140608,169,0,0,257073.451171875,0,391045913.00247574,637236856.0455475
CPS1,0,17,10,0,1,0,1,1767.259033203125,2112.5810546875,3332.27294921875,289,4913,100,0,0,17672.59033203125,0,3123204.490438044,4462998.71262455
CPS1,0,51,12,0,0,1,0,25742.810546875,25243.55078125,0,2601,132651,144,0,0,308913.7265625,0,662692294.8522987,637236856.0455475
CPS1,0,18,12,0,0,1,0,2415.77587890625,2461.694091796875,17109.119140625,324,5832,144,0,0,28989.310546875,0,5835973.097105265,6059937.801587641
CPS1,0,33,12,1,0,1,0,20691.8203125,20065.939453125,25215.9296875,1089,35937,144,0,0,248301.84375,0,428151427.8447876,402641926.1364784
CPS1,0,54,18,0,0,1,0,25862.3203125,25243.55078125,24172.650390625,2916,157464,324,0,0,465521.765625,0,668859611.9463501,637236856.0455475
CPS1,0,27,18,0,0,0,0,879.7108154296875,3544.839111328125,2194.424072265625,729,19683,324,0,0,15834.794677734375,0,773891.1187839657,12565884.325201571
CPS1,0,32,12,0,0,1,0,25862.3203125,23274.189453125,5039.0478515625,1024,32768,144,0,0,310347.84375,0,668859611.9463501,541687894.699955
CPS1,0,39,11,1,0,0,1,19700.4296875,10485.919921875,16342.1796875,1521,59319,121,0,0,216704.7265625,0,388106929.87213135,109954516.607975
CPS1,0,35,8,0,0,1,1,0,0,0,1225,42875,64,1,1,0,0,0,0
CPS1,0,28,12,0,0,1,0,18528.7890625,16918.55078125,10678.0498046875,784,21952,144,0,0,222345.46875,0,343316024.1226196,286237360.537735
CPS1,0,32,12,0,0,1,0,0,0,0,1024,32768,144,1,1,0,0,0,0
CPS1,0,34,12,0,0,1,0,25862.3203125,23489.029296875,10219.9599609375,1156,39304,144,0,0,310347.84375,0,668859611.9463501,551734497.309452
CPS1,0,37,9,0,0,1,1,24537.859375,14505.1904296875,25564.669921875,1369,50653,81,0,0,220840.734375,0,602106542.7072754,210400549.40149784
CPS1,0,46,11,1,0,1,1,0,0,2820.97998046875,2116,97336,121,1,1,0,0,0,0
CPS1,0,18,10,0,0,0,1,0,2227.160888671875,8143.7509765625,324,5832,100,1,0,0,0,0,4960245.624029696
CPS1,0,36,9,0,0,1,1,0,25243.55078125,1477.72705078125,1296,46656,81,1,0,0,0,0,637236856.0455475
CPS1,0,17,9,0,0,0,1,738.64361572265625,0,13358.650390625,289,4913,81,0,1,6647.792541503906,0,545594.3910478391,0
CPS1,0,46,14,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,2116,97336,196,0,0,362072.484375,0,668859611.9463501,637236856.0455475
CPS1,0,16,10,0,0,0,1,0,0,9203.28125,256,4096,100,1,1,0,0,0,0
CPS1,0,28,15,0,0,0,0,21030.76953125,24593.66015625,1689.041015625,784,21952,225,0,0,315461.54296875,0,442293267.07655334,604848119.8811188
CPS1,0,24,12,0,0,1,0,4907.962890625,0,0,576,13824,144,0,1,58895.5546875,0,24088099.735752106,0
CPS1,0,40,15,0,0,0,0,13132.9697265625,764.46771240234375,10879.01953125,1600,64000,225,0,0,196994.5458984375,0,172474893.8388071,584410.8833056726
CPS1,0,39,14,0,0,0,0,6238.30517578125,0,0,1521,59319,196,0,1,87336.2724609375,0,38916451.46617913,0
CPS1,0,26,11,1,0,1,1,5468.31396484375,707.17742919921875,0,676,17576,121,0,0,60151.45361328125,0,29902457.618105173,500099.91636881605
CPS1,0,52,4,0,0,1,1,6471.4580078125,5800.64501953125,0,2704,140608,16,0,0,25885.83203125,0,41879768.74688053,33647482.642612696
CPS1,0,36,6,0,0,0,1,415.3645935058594,0,0,1296,46656,36,0,1,2492.1875610351562,0,172527.7455382878,0
CPS1,0,38,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,1444,54872,144,0,0,310347.84375,0,668859611.9463501,637236856.0455475
CPS1,0,22,12,0,0,0,0,13101.6201171875,13008.48046875,16423.44921875,484,10648,144,0,0,157219.44140625,0,171652449.6950922,169220564.10585022
CPS1,0,26,18,0,0,1,0,16308.9404296875,17205,25019.390625,676,17576,324,0,0,293560.927734375,0,265981537.9390955,296012025
CPS1,0,29,14,0,0,1,0,25862.3203125,24581.130859375,24819.900390625,841,24389,196,0,0,362072.484375,0,668859611.9463501,604231994.3257179
CPS1,0,24,16,0,0,1,0,18393.599609375,18404.51953125,24478.5390625,576,13824,256,0,0,294297.59375,0,338324506.59000015,338726339.1761627
CPS1,0,41,12,0,0,1,0,18060.51953125,20957.51953125,14351.6796875,1681,68921,144,0,0,216726.234375,0,326182365.7386627,439217624.9027252
CPS1,0,51,4,1,0,1,1,25862.3203125,11628.150390625,25564.669921875,2601,132651,16,0,0,103449.28125,0,668859611.9463501,135213881.50699234
CPS1,0,29,14,1,0,1,0,16369.669921875,10895.900390625,4273.5849609375,841,24389,196,0,0,229175.37890625,0,267966093.35113907,118720645.32242203
CPS1,0,35,12,0,0,0,0,18503.3203125,21107.900390625,25319.369140625,1225,42875,144,0,0,222039.84375,0,342372862.5869751,445543458.900547
CPS1,0,18,11,1,0,0,1,1600.720947265625,2705.177001953125,25564.669921875,324,5832,121,0,0,17607.930419921875,0,2562307.55101496,7317982.611896098
CPS1,0,23,12,1,0,0,0,8577.669921875,15849.73046875,22669.80078125,529,12167,144,0,0,102932.0390625,0,73576421.28863907,251213955.9320221
CPS1,0,33,9,0,1,1,1,23423.029296875,24753,13569.9599609375,1089,35937,81,0,0,210807.263671875,0,548638301.4422646,612711009
CPS1,0,34,10,0,0,1,1,25862.3203125,25243.55078125,25564.669921875,1156,39304,100,0,0,258623.203125,0,668859611.9463501,637236856.0455475
CPS1,0,21,15,0,0,0,0,2972.2080078125,3731.031982421875,774.32867431640625,441,9261,225,0,0,44583.1201171875,0,8834020.44170475,13920599.653854907
CPS1,0,19,14,0,0,0,0,523.12420654296875,0,789.10601806640625,361,6859,196,0,1,7323.7388916015625,0,273658.9354712106,0
CPS1,0,27,16,0,0,0,0,25862.3203125,25243.55078125,25564.669921875,729,19683,256,0,0,413797.125,0,668859611.9463501,637236856.0455475
CPS1,0,23,14,0,0,0,0,20766.26953125,20613.76953125,25564.669921875,529,12167,196,0,0,290727.7734375,0,431237950.2445221,424927494.28749084
CPS1,0,29,16,0,0,1,0,23240.8203125,22165.98046875,25564.669921875,841,24389,256,0,0,371853.125,0,540135728.7979126,491330690.14100647
CPS1,0,33,12,0,0,1,0,25862.3203125,20533.2109375,25564.669921875,1089,35937,144,0,0,310347.84375,0,668859611.9463501,421612751.4038696
CPS1,0,27,16,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,729,19683,256,0,0,413797.125,0,668859611.9463501,637236856.0455475
CPS1,0,32,16,0,0,1,0,25337.240234375,25243.55078125,24564.25,1024,32768,256,0,0,405395.84375,0,641975742.6944313,637236856.0455475
CPS1,0,21,11,0,0,0,1,8908.7861328125,4737.19384765625,0,441,9261,121,0,0,97996.6474609375,0,79366470.3601923,22441005.550272226
CPS1,0,42,12,0,0,1,0,14087.1298828125,14082.6796875,24113.5390625,1764,74088,144,0,0,169045.55859375,0,198447228.33522892,198321867.1807251
CPS1,0,46,7,0,0,1,1,24925.7890625,23895.439453125,24592.330078125,2116,97336,49,0,0,174480.5234375,0,621294960.3882446,570992026.6579628
CPS1,0,20,12,0,0,1,0,3746.117919921875,13567.0595703125,11040.099609375,400,8000,144,0,0,44953.4150390625,0,14033399.469959795,184065105.384408
CPS1,0,33,13,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,1089,35937,169,0,0,336210.1640625,0,668859611.9463501,637236856.0455475
CPS1,0,54,14,0,0,1,0,25045.310546875,25243.55078125,21468.41015625,2916,157464,196,0,0,350634.34765625,0,627267580.3894081,637236856.0455475
CPS1,0,53,6,0,0,1,1,0,0,0,2809,148877,36,1,1,0,0,0,0
CPS1,0,36,7,0,0,1,1,16994.6796875,18270.240234375,17599.720703125,1296,46656,49,0,0,118962.7578125,0,288819137.6807251,333801678.22177505
CPS1,0,30,17,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,900,27000,289,0,0,439659.4453125,0,668859611.9463501,637236856.0455475
CPS1,0,47,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,2209,103823,144,0,0,310347.84375,0,668859611.9463501,637236856.0455475
CPS1,0,22,8,0,0,1,1,12523.6298828125,10901.26953125,9516.55859375,484,10648,64,0,0,100189.0390625,0,156841305.44167423,118837677.3929596
CPS1,0,21,12,0,0,1,0,14112.599609375,15873,19483.8203125,441,9261,144,0,0,169351.1953125,0,199165467.7345314,251952129
CPS1,0,23,11,1,0,1,1,21401.0703125,18549.529296875,20261.109375,529,12167,121,0,0,235411.7734375,0,458005810.52056885,344085037.13562393
CPS1,0,35,12,1,0,1,0,0,0,0,1225,42875,144,1,1,0,0,0,0
CPS1,0,41,12,1,0,1,0,0,0,0,1681,68921,144,1,1,0,0,0,0
CPS1,0,24,12,1,0,0,0,9316.314453125,0,0,576,13824,144,0,1,111795.7734375,0,86793714.98950577,0
CPS1,0,25,16,1,0,0,0,3589.376953125,0,0,625,15625,256,0,1,57430.03125,0,12883626.911624908,0
CPS1,0,16,10,0,0,0,1,856.1995849609375,3072.194091796875,9989.431640625,256,4096,100,0,0,8561.995849609375,0,733077.7292872816,9438376.537671626
CPS1,0,27,13,0,0,1,0,25862.3203125,24479.080078125,10347.0400390625,729,19683,169,0,0,336210.1640625,0,668859611.9463501,599225361.4712563
CPS1,0,47,16,0,0,1,0,12169.009765625,10990.7900390625,8301.8681640625,2209,103823,256,0,0,194704.15625,0,148084798.67587662,120797465.68275547
CPS1,0,17,10,0,0,0,1,0,605.1290283203125,0,289,4913,100,1,0,0,0,0,366181.14091588557
CPS1,0,54,14,0,0,1,0,25862.3203125,25243.55078125,0,2916,157464,196,0,0,362072.484375,0,668859611.9463501,637236856.0455475
CPS1,0,38,8,1,0,1,1,13575.759765625,14116.6904296875,24023.400390625,1444,54872,64,0,0,108606.078125,0,184301253.21396255,199280948.68763065
CPS1,0,36,18,0,0,1,0,25862.3203125,21249.33984375,25564.669921875,1296,46656,324,0,0,465521.765625,0,668859611.9463501,451534443.7951813
CPS1,0,42,14,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,1764,74088,196,0,0,362072.484375,0,668859611.9463501,637236856.0455475
CPS1,0,17,11,0,0,0,1,0,1255.0159912109375,5630.13818359375,289,4913,121,1,0,0,0,0,1575065.138195172
CPS1,0,27,12,0,0,1,0,16806.58984375,14950.98046875,25564.669921875,729,19683,144,0,0,201679.078125,0,282461462.17604065,223531816.97694397
CPS1,0,43,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,1849,79507,144,0,0,310347.84375,0,668859611.9463501,637236856.0455475
CPS1,0,28,12,0,0,1,0,24894.439453125,24593.66015625,24660.30078125,784,21952,144,0,0,298733.2734375,0,619733115.6853065,604848119.8811188
CPS1,0,40,13,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,1600,64000,169,0,0,336210.1640625,0,668859611.9463501,637236856.0455475
CPS1,0,33,12,0,0,1,0,22739.25,17059.98046875,25564.669921875,1089,35937,144,0,0,272871,0,517073490.5625,291042933.59413147
CPS1,0,29,14,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,841,24389,196,0,0,362072.484375,0,668859611.9463501,637236856.0455475
CPS1,0,31,16,0,0,1,0,19913.990234375,19356.970703125,25564.669921875,961,29791,256,0,0,318623.84375,0,396567007.05478287,374692314.80163956
CPS1,0,22,14,0,0,1,0,0,20887.689453125,0,484,10648,196,1,0,0,0,0,436295570.69018936
CPS1,0,24,11,0,0,1,1,9210.5126953125,6137.22607421875,6490.1748046875,576,13824,121,0,0,101315.6396484375,0,84833544.11051273,37665543.88607049
CPS1,0,53,10,0,0,1,1,9392.724609375,10473.3896484375,8128.97412109375,2809,148877,100,0,0,93927.24609375,0,88223275.58755875,109691890.72799778
CPS1,0,16,9,0,0,0,1,1534.10595703125,4115.9521484375,8016.6669921875,256,4096,81,0,0,13806.95361328125,0,2353481.0873987675,16941062.088227272
CPS1,0,25,12,0,0,1,0,19183.1796875,19940.609375,20738.41015625,625,15625,144,0,0,230198.15625,0,367994382.9229126,397627902.2463379
CPS1,0,42,12,0,0,1,0,25862.3203125,20782.060546875,16445.619140625,1764,74088,144,0,0,310347.84375,0,668859611.9463501,431894040.5739784
CPS1,0,16,10,0,0,0,1,1342.0980224609375,2155.548095703125,0,256,4096,100,0,0,13420.980224609375,0,1801227.101893559,4646387.5928893685
CPS1,0,30,12,0,0,1,0,21256.08984375,23122.01953125,25564.669921875,900,27000,144,0,0,255073.078125,0,451821355.4455719,534627787.20350647
CPS1,0,55,9,0,1,1,1,5125.44189453125,5251.01611328125,1569.345947265625,3025,166375,81,0,0,46128.97705078125,0,26270154.61421609,27573170.221939325
CPS1,0,48,3,0,1,1,1,11784.990234375,10969.3095703125,6441.41015625,2304,110592,9,0,0,35354.970703125,0,138885994.82431412,120325752.4493494
CPS1,0,20,14,0,1,0,0,6563.5439453125,6975.09716796875,16553.490234375,400,8000,196,0,0,91889.615234375,0,43080109.12204838,48651980.50260568
CPS1,0,37,12,0,0,1,0,16973.130859375,18916.55078125,0,1369,50653,144,0,0,203677.5703125,0,288087171.1694679,357835893.45961
CPS1,0,42,15,0,0,0,0,17600.08984375,11214.580078125,1100.906005859375,1764,74088,225,0,0,264001.34765625,0,309763162.5080719,125766806.32867813
CPS1,0,32,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,1024,32768,144,0,0,310347.84375,0,668859611.9463501,637236856.0455475
CPS1,0,53,5,0,1,1,1,16369.669921875,10129.650390625,12944.8798828125,2809,148877,25,0,0,81848.349609375,0,267966093.35113907,102609817.03628922
CPS1,0,46,12,0,0,1,0,25631.130859375,25243.55078125,25564.669921875,2116,97336,144,0,0,307573.5703125,0,656954869.1304054,637236856.0455475
CPS1,0,38,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,1444,54872,144,0,0,310347.84375,0,668859611.9463501,637236856.0455475
CPS1,0,28,16,0,0,0,0,144.98570251464844,6740.56494140625,23665.7890625,784,21952,256,0,0,2319.771240234375,0,21020.853933666134,45435215.72931504
CPS1,0,49,12,0,0,1,0,18887.330078125,18762.580078125,20562.5703125,2401,117649,144,0,0,226647.9609375,0,356731237.4800453,352034411.18805313
CPS1,0,25,16,0,0,0,0,4992.2119140625,11153.7099609375,17426.830078125,625,15625,256,0,0,79875.390625,0,24922179.79490757,124405245.89271641
CPS1,0,46,14,0,0,1,0,0,13901.849609375,0,2116,97336,196,1,0,0,0,0,193261422.56167984
CPS1,0,23,17,0,0,0,0,4898.1669921875,8951.61328125,14808.2998046875,529,12167,289,0,0,83268.8388671875,0,23992039.88335514,80131380.33705139
CPS1,0,16,9,0,0,0,1,0,204.0968017578125,0,256,4096,81,1,0,0,0,0,41655.504487767816
CPS1,0,49,8,0,0,1,1,11608.66015625,11218.16015625,11771.5703125,2401,117649,64,0,0,92869.28125,0,134760990.62330627,125847117.29127502
CPS1,0,41,16,0,0,0,0,2223.76806640625,11502.8203125,24871.619140625,1681,68921,256,0,0,35580.2890625,0,4945144.413168192,132314875.1416626
CPS1,0,20,12,0,0,1,0,1302.9119873046875,2604.9189453125,11022.3603515625,400,8000,144,0,0,15634.94384765625,0,1697579.6466622502,6785602.711647987
CPS1,0,30,12,0,0,1,0,8932.296875,11628.150390625,17052.9609375,900,27000,144,0,0,107187.5625,0,79785927.46313477,135213881.50699234
CPS1,0,20,9,0,0,1,1,13115.330078125,12648.6298828125,9385.041015625,400,8000,81,0,0,118037.970703125,0,172011883.05817032,159987837.91237736
CPS1,0,25,12,0,0,1,0,11381.3798828125,7467.43505859375,4162.755859375,625,15625,144,0,0,136576.55859375,0,129535808.03688908,55762586.35431504
CPS1,0,51,3,1,0,0,1,7968.337890625,5780.9521484375,4907.52978515625,2601,132651,9,0,0,23905.013671875,0,63494408.739170074,33419407.742524147
CPS1,0,41,13,0,0,1,0,16861.44921875,10539.6298828125,15214.669921875,1681,68921,169,0,0,219198.83984375,0,284308469.756485,111083798.06667423
CPS1,0,16,10,0,0,0,1,0,2529.72607421875,5309.47216796875,256,4096,100,1,0,0,0,0,6399514.010582209
CPS1,0,18,12,0,0,0,0,0,1593.386962890625,8975.7109375,324,5832,144,1,0,0,0,0,2538882.01350981
CPS1,0,48,8,0,0,1,1,25862.3203125,19476.919921875,25564.669921875,2304,110592,64,0,0,206898.5625,0,668859611.9463501,379350409.64313126
CPS1,0,49,14,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,2401,117649,196,0,0,362072.484375,0,668859611.9463501,637236856.0455475
CPS1,0,23,15,0,0,0,0,6737.9189453125,1052.7099609375,16776.630859375,529,12167,225,0,0,101068.7841796875,0,45399551.71360111,1108198.2618570328
CPS1,0,36,12,0,0,1,0,25862.3203125,25243.55078125,0,1296,46656,144,0,0,310347.84375,0,668859611.9463501,637236856.0455475
CPS1,0,44,10,0,0,1,1,24447.73046875,21124.01953125,22860.4296875,1936,85184,100,0,0,244477.3046875,0,597691525.0726471,446224201.15663147
CPS1,0,51,10,1,0,1,1,18965.69921875,18334.689453125,13642.3701171875,2601,132651,100,0,0,189656.9921875,0,359697746.85609436,336160837.3425331
CPS1,0,34,18,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,1156,39304,324,0,0,465521.765625,0,668859611.9463501,637236856.0455475
CPS1,0,46,13,0,0,1,0,25862.3203125,24525.630859375,25564.669921875,2116,97336,169,0,0,336210.1640625,0,668859611.9463501,601506569.0503273
CPS1,0,20,11,0,0,0,1,10533.01953125,11710.5,12878.3896484375,400,8000,121,0,0,115863.21484375,0,110944500.44569397,137135810.25
CPS1,0,25,12,0,0,1,0,14132.1904296875,19430.369140625,17568.689453125,625,15625,144,0,0,169586.28515625,0,199718806.34095097,377539244.9409523
CPS1,0,24,12,0,0,1,0,14747.400390625,17987.369140625,25564.669921875,576,13824,144,0,0,176968.8046875,0,217485818.2814064,323545448.60110855
CPS1,0,24,7,0,0,1,1,7860.578125,3213.62890625,0,576,13824,49,0,0,55024.046875,0,61788688.459228516,10327410.747085571
CPS1,0,39,12,0,0,1,0,17580.5,17316,18666.640625,1521,59319,144,0,0,210966,0,309073980.25,299843856
CPS1,0,47,18,0,0,1,0,19843.44921875,20751.630859375,13559.6201171875,2209,103823,324,0,0,357182.0859375,0,393762476.89711,430630183.3237648
CPS1,0,18,11,0,0,0,1,2766.485107421875,2705.177001953125,9034.8203125,324,5832,121,0,0,30431.336181640625,0,7653439.849587023,7317982.611896098
CPS1,0,35,12,0,0,1,0,20411.640625,19056.189453125,22585.5703125,1225,42875,144,0,0,244939.6875,0,416635073.0041504,363138356.4733925
CPS1,0,22,12,1,0,0,0,3440.472900390625,130.69349670410156,0,484,10648,144,0,0,41285.6748046875,0,11836853.77832228,17080.790080745006
CPS1,0,37,9,0,0,1,1,21567.609375,18850.310546875,7586.64794921875,1369,50653,81,0,0,194108.484375,0,465161774.1525879,355334207.71362686
CPS1,0,25,12,0,0,1,0,13714.8701171875,18941.609375,21130.009765625,625,15625,144,0,0,164578.44140625,0,188097662.33132267,358784565.7150879
CPS1,0,41,9,0,0,1,1,6734,5292.19384765625,9541.6796875,1681,68921,81,0,0,60606,0,45346756,28007315.721170664
CPS1,0,16,9,0,0,0,1,164.57839965820312,517.4031982421875,3617.47509765625,256,4096,81,0,0,1481.2055969238281,0,27086.049634055234,267706.0695512444
CPS1,0,40,12,0,0,1,0,17713.73046875,18712.44921875,21197.990234375,1600,64000,144,0,0,212564.765625,0,313776247.1195221,350155755.7642975
CPS1,0,25,15,1,0,0,0,13123.169921875,12716.66015625,13091.1796875,625,15625,225,0,0,196847.548828125,0,172217588.7984047,161713445.52955627
CPS1,0,31,2,0,1,1,1,3262.178955078125,5965.35498046875,9732.306640625,961,29791,4,0,0,6524.35791015625,0,10641811.534954607,35585460.04300332
CPS1,0,24,0,0,1,0,1,2298.219970703125,981.0968017578125,0,576,13824,0,0,0,0,0,5281815.033738673,962550.9344194084
CPS1,0,23,7,0,1,1,1,10051.0400390625,6813.9677734375,4654.8388671875,529,12167,49,0,0,70357.2802734375,0,101023405.8668375,46430156.8174448
CPS1,0,26,10,0,1,1,1,5431.087890625,9085.88671875,5739.490234375,676,17576,100,0,0,54310.87890625,0,29496715.675693512,82553337.46595764
CPS1,0,20,12,0,1,0,0,1052.1259765625,352.6935119628906,2235.800048828125,400,8000,144,0,0,12625.51171875,0,1106969.0705575943,124392.71338071767
CPS1,0,18,11,0,1,0,1,356.58660888671875,0,10323.400390625,324,5832,121,0,1,3922.4526977539062,0,127154.00963732973,0
CPS1,0,25,0,0,1,1,1,6044.337890625,3188.56494140625,3580.531005859375,625,15625,0,0,0,0,0,36534020.536045074,10166946.385565042
CPS1,0,23,12,0,1,1,0,0,216.62899780273438,0,529,12167,144,1,0,0,1,0,46928.122689017095
CPS1,0,18,11,1,0,0,1,101.88189697265625,1910.2740478515625,13504.9404296875,324,5832,121,0,0,1120.7008666992188,0,10379.920930746943,3649146.9378951937
CPS1,0,39,12,0,0,1,0,24386.990234375,23467.55078125,19466.08984375,1521,59319,144,0,0,292643.8828125,0,594725292.6915016,550725939.6705475
CPS1,0,27,12,0,0,1,0,13434.6904296875,8781.5322265625,17113.55078125,729,19683,144,0,0,161216.28515625,0,180490906.9415369,77115308.24615574
CPS1,0,29,12,0,0,1,0,17982.150390625,17580.970703125,18598.669921875,841,24389,144,0,0,215785.8046875,0,323357732.67105484,309090530.86413956
CPS1,0,54,12,0,0,1,0,15196.0703125,14188.3095703125,1052.1409912109375,2916,157464,144,0,0,182352.84375,0,230920552.94244385,201308128.46302128
CPS1,0,36,13,0,0,1,0,25862.3203125,0,25564.669921875,1296,46656,169,0,1,336210.1640625,0,668859611.9463501,0
CPS1,0,53,8,1,0,0,1,12823.400390625,17135.1796875,15454.0595703125,2809,148877,64,0,0,102587.203125,0,164439597.5782814,293614382.9229126
CPS1,0,29,7,0,0,1,1,25862.3203125,25243.55078125,25564.669921875,841,24389,49,0,0,181036.2421875,0,668859611.9463501,637236856.0455475
CPS1,0,50,9,0,0,1,1,0,0,0,2500,125000,81,1,1,0,0,0,0
CPS1,0,41,11,0,0,1,1,25862.3203125,25243.55078125,25564.669921875,1681,68921,121,0,0,284485.5234375,0,668859611.9463501,637236856.0455475
CPS1,0,20,10,0,0,0,1,6314.716796875,1033.0159912109375,8485.1064453125,400,8000,100,0,0,63147.16796875,0,39875648.22473526,1067122.0380975157
CPS1,0,50,12,0,0,1,0,21849.740234375,25243.55078125,25564.669921875,2500,125000,144,0,0,262196.8828125,0,477411148.3096657,637236856.0455475
CPS1,0,29,12,1,0,1,0,1859.343994140625,4056.87109375,4288.36279296875,841,24389,144,0,0,22312.1279296875,0,3457160.0885468125,16458203.071304321
CPS1,0,42,14,0,0,1,0,24575.080078125,21555.48046875,24484.44921875,1764,74088,196,0,0,344051.12109375,0,603934560.8462563,464638738.2386627
CPS1,0,35,18,0,0,1,0,20944.560546875,18159.240234375,16337.75,1225,42875,324,0,0,377002.08984375,0,438674616.5017128,329758005.8897438
CPS1,0,29,15,0,0,0,0,25862.3203125,25243.55078125,25564.669921875,841,24389,225,0,0,387934.8046875,0,668859611.9463501,637236856.0455475
CPS1,0,45,15,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,2025,91125,225,0,0,387934.8046875,0,668859611.9463501,637236856.0455475
CPS1,0,28,14,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,784,21952,196,0,0,362072.484375,0,668859611.9463501,637236856.0455475
CPS1,0,31,12,0,0,0,0,21318.779296875,22934.029296875,25035.640625,961,29791,144,0,0,255825.3515625,0,454490350.7088661,525969699.7899208
CPS1,0,25,12,0,0,1,0,8775.5556640625,19969.259765625,25215.9296875,625,15625,144,0,0,105306.66796875,0,77010377.21305943,398771335.58700943
CPS1,0,46,7,1,0,1,1,22415.970703125,21349.599609375,18911.939453125,2116,97336,49,0,0,156911.794921875,0,502475742.5633583,455805403.48062515
CPS1,0,31,15,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,961,29791,225,0,0,387934.8046875,0,668859611.9463501,637236856.0455475
CPS1,0,21,15,0,0,1,0,2648.928955078125,6629.56494140625,18412.470703125,441,9261,225,0,0,39733.934326171875,0,7016824.609051287,43951131.312322855
CPS1,0,23,14,1,0,1,0,10376.2802734375,11443.740234375,6766.509765625,529,12167,196,0,0,145267.923828125,0,107667192.3129282,130959190.55185318
CPS1,0,27,14,0,0,1,0,2789.99609375,4747.93505859375,6156.208984375,729,19683,196,0,0,39059.9453125,0,7784078.203140259,22542887.320623636
CPS1,0,21,14,0,0,1,0,4774.73291015625,4966.35498046875,14419.66015625,441,9261,196,0,0,66846.2607421875,0,22798074.363329172,24664681.79202676
CPS1,0,22,16,0,0,1,0,4510.23193359375,4379.12890625,707.83099365234375,484,10648,256,0,0,72163.7109375,0,20342192.094808817,19176769.97755432
CPS1,0,20,12,0,0,0,0,6252.02001953125,12600.2900390625,12245.919921875,400,8000,144,0,0,75024.240234375,0,39087754.32461953,158767309.06849766
CPS1,0,19,9,0,0,1,1,6426.39501953125,10122.48046875,16222.48046875,361,6859,81,0,0,57837.55517578125,0,41298552.947056055,102464610.84022522
CPS1,0,17,11,0,0,0,1,0,528.14520263671875,11246.98046875,289,4913,121,1,0,0,0,0,278937.3550681807
CPS1,0,47,18,0,0,1,0,25862.3203125,18914.759765625,25564.669921875,2209,103823,324,0,0,465521.765625,0,668859611.9463501,357768136.9913063
CPS1,0,32,16,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,1024,32768,256,0,0,413797.125,0,668859611.9463501,637236856.0455475
CPS1,0,29,16,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,841,24389,256,0,0,413797.125,0,668859611.9463501,637236856.0455475
CPS1,0,27,9,0,0,1,1,9202.67578125,12079.3095703125,6645.3359375,729,19683,81,0,0,82824.08203125,0,84689241.5348053,145909719.69544315
CPS1,0,27,6,0,0,1,1,2386.386962890625,139.64520263671875,2450.071044921875,729,19683,36,0,0,14318.32177734375,0,5694842.736654341,19500.78261945024
CPS1,0,52,8,0,0,1,1,9894.296875,6792.48388671875,7035.4560546875,2704,140608,64,0,0,79154.375,0,97897110.65063477,46137837.35133386
CPS1,0,37,10,0,0,1,1,9379.009765625,10310.4697265625,9476.6611328125,1369,50653,100,0,0,93790.09765625,0,87965824.18368912,106305785.9823618
CPS1,0,50,12,0,0,1,0,25492.01953125,25243.55078125,23402.759765625,2500,125000,144,0,0,305904.234375,0,649843059.7816315,637236856.0455475
CPS1,0,28,15,0,0,1,0,2842.89599609375,2866.305908203125,9476.6611328125,784,21952,225,0,0,42643.43994140625,0,8082057.644605875,8215709.559400141
CPS1,0,37,17,0,0,1,0,9661.14453125,25243.55078125,0,1369,50653,289,0,0,164239.45703125,0,93337713.65370178,637236856.0455475
CPS1,0,45,6,0,0,1,1,15440.98046875,13951.98046875,12438.01953125,2025,91125,36,0,0,92645.8828125,0,238423877.83631897,194657759.00038147
CPS1,0,31,12,0,0,1,0,10658.41015625,10741.9404296875,10018.990234375,961,29791,144,0,0,127900.921875,0,113601707.05885315,115389284.19495487
